Año,Clave_Ent,Entidad,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2017,18,NAYARIT,Homicidio,Homicidio doloso,Con arma blanca,1.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,5.0,2.0,4.0
2017,18,NAYARIT,Homicidio,Homicidio doloso,Con otro elemento,2.0,4.0,1.0,0.0,1.0,2.0,1.0,5.0,4.0,5.0,14.0,12.0
2017,18,NAYARIT,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0
2017,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma de fuego,28.0,33.0,36.0,48.0,37.0,48.0,32.0,24.0,26.0,36.0,34.0,23.0
2017,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma blanca,7.0,7.0,13.0,2.0,13.0,6.0,4.0,5.0,10.0,20.0,6.0,4.0
2017,19,NUEVO LEON,Homicidio,Homicidio doloso,Con otro elemento,9.0,6.0,11.0,4.0,23.0,9.0,6.0,8.0,12.0,5.0,9.0,9.0
2017,19,NUEVO LEON,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,20,OAXACA,Homicidio,Homicidio doloso,Con arma de fuego,54.0,42.0,52.0,80.0,50.0,63.0,52.0,59.0,50.0,54.0,51.0,47.0
2017,20,OAXACA,Homicidio,Homicidio doloso,Con arma blanca,4.0,11.0,11.0,7.0,7.0,2.0,15.0,9.0,7.0,7.0,8.0,9.0
2017,20,OAXACA,Homicidio,Homicidio doloso,Con otro elemento,7.0,7.0,5.0,8.0,4.0,5.0,7.0,6.0,7.0,3.0,7.0,10.0
2017,20,OAXACA,Homicidio,Homicidio doloso,No especificado,4.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,2.0
2017,21,PUEBLA,Homicidio,Homicidio doloso,Con arma de fuego,39.0,33.0,34.0,46.0,45.0,39.0,58.0,43.0,57.0,55.0,65.0,35.0
2017,21,PUEBLA,Homicidio,Homicidio doloso,Con arma blanca,9.0,6.0,22.0,12.0,18.0,8.0,16.0,11.0,17.0,15.0,19.0,17.0
2017,21,PUEBLA,Homicidio,Homicidio doloso,Con otro elemento,3.0,16.0,16.0,10.0,18.0,18.0,20.0,18.0,12.0,14.0,14.0,13.0
2017,21,PUEBLA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2017,22,QUERETARO,Homicidio,Homicidio doloso,Con arma de fuego,7.0,7.0,6.0,14.0,4.0,8.0,5.0,13.0,11.0,7.0,4.0,9.0
2017,22,QUERETARO,Homicidio,Homicidio doloso,Con arma blanca,2.0,2.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0
2017,22,QUERETARO,Homicidio,Homicidio doloso,Con otro elemento,3.0,3.0,4.0,3.0,3.0,8.0,3.0,2.0,3.0,3.0,3.0,2.0
2017,22,QUERETARO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2017,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma de fuego,6.0,7.0,6.0,9.0,13.0,13.0,17.0,25.0,23.0,38.0,25.0,24.0
2017,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma blanca,4.0,7.0,4.0,8.0,7.0,5.0,9.0,6.0,6.0,4.0,3.0,5.0
2017,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con otro elemento,3.0,3.0,10.0,6.0,6.0,16.0,9.0,7.0,3.0,6.0,4.0,7.0
2017,23,QUINTANA ROO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
2017,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma de fuego,21.0,16.0,12.0,14.0,33.0,22.0,35.0,35.0,31.0,26.0,19.0,25.0
2017,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma blanca,8.0,6.0,5.0,5.0,4.0,7.0,6.0,9.0,5.0,5.0,6.0,9.0
2017,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con otro elemento,8.0,10.0,8.0,4.0,6.0,0.0,3.0,4.0,8.0,5.0,3.0,11.0
2017,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,No especificado,0.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
2017,25,SINALOA,Homicidio,Homicidio doloso,Con arma de fuego,79.0,82.0,92.0,87.0,126.0,107.0,93.0,83.0,62.0,60.0,58.0,63.0
2017,25,SINALOA,Homicidio,Homicidio doloso,Con arma blanca,10.0,11.0,10.0,11.0,5.0,6.0,6.0,6.0,7.0,1.0,3.0,2.0
2017,25,SINALOA,Homicidio,Homicidio doloso,Con otro elemento,8.0,6.0,16.0,21.0,11.0,7.0,9.0,8.0,10.0,15.0,15.0,17.0
2017,25,SINALOA,Homicidio,Homicidio doloso,No especificado,2.0,4.0,1.0,1.0,1.0,5.0,6.0,4.0,3.0,5.0,4.0,1.0
2017,26,SONORA,Homicidio,Homicidio doloso,Con arma de fuego,48.0,34.0,28.0,52.0,36.0,46.0,35.0,39.0,47.0,46.0,49.0,38.0
2017,26,SONORA,Homicidio,Homicidio doloso,Con arma blanca,4.0,8.0,5.0,7.0,12.0,9.0,5.0,5.0,5.0,7.0,14.0,5.0
2017,26,SONORA,Homicidio,Homicidio doloso,Con otro elemento,13.0,6.0,15.0,8.0,12.0,11.0,14.0,12.0,12.0,12.0,17.0,11.0
2017,26,SONORA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,27,TABASCO,Homicidio,Homicidio doloso,Con arma de fuego,21.0,19.0,14.0,9.0,21.0,14.0,16.0,23.0,19.0,13.0,18.0,21.0
2017,27,TABASCO,Homicidio,Homicidio doloso,Con arma blanca,2.0,6.0,5.0,5.0,5.0,3.0,6.0,7.0,9.0,3.0,6.0,9.0
2017,27,TABASCO,Homicidio,Homicidio doloso,Con otro elemento,1.0,6.0,3.0,6.0,1.0,2.0,1.0,2.0,0.0,5.0,6.0,3.0
2017,27,TABASCO,Homicidio,Homicidio doloso,No especificado,4.0,3.0,4.0,7.0,5.0,7.0,11.0,4.0,4.0,16.0,5.0,8.0
2017,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con arma de fuego,29.0,31.0,19.0,26.0,46.0,53.0,36.0,47.0,50.0,61.0,61.0,55.0
2017,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con arma blanca,5.0,3.0,3.0,6.0,1.0,12.0,5.0,4.0,7.0,4.0,8.0,4.0
2017,28,TAMAULIPAS,Homicidio,Homicidio doloso,Con otro elemento,11.0,15.0,15.0,13.0,25.0,18.0,16.0,18.0,19.0,28.0,24.0,18.0
2017,28,TAMAULIPAS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,29,TLAXCALA,Homicidio,Homicidio doloso,Con arma de fuego,0.0,4.0,7.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,8.0
2017,29,TLAXCALA,Homicidio,Homicidio doloso,Con arma blanca,2.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0
2017,29,TLAXCALA,Homicidio,Homicidio doloso,Con otro elemento,5.0,6.0,4.0,6.0,3.0,2.0,1.0,6.0,6.0,1.0,5.0,3.0
2017,29,TLAXCALA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con arma de fuego,53.0,60.0,82.0,63.0,87.0,90.0,86.0,84.0,95.0,111.0,74.0,81.0
2017,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con arma blanca,16.0,14.0,27.0,17.0,17.0,23.0,12.0,17.0,16.0,22.0,13.0,11.0
2017,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,Con otro elemento,46.0,39.0,43.0,33.0,33.0,45.0,54.0,52.0,49.0,43.0,54.0,60.0
2017,30,VERACRUZ DE IGNACIO DE LA LLAVE,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,31,YUCATAN,Homicidio,Homicidio doloso,Con arma de fuego,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2017,31,YUCATAN,Homicidio,Homicidio doloso,Con arma blanca,3.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0
2017,31,YUCATAN,Homicidio,Homicidio doloso,Con otro elemento,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
2017,31,YUCATAN,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,32,ZACATECAS,Homicidio,Homicidio doloso,Con arma de fuego,42.0,27.0,31.0,29.0,30.0,22.0,43.0,47.0,46.0,67.0,31.0,28.0
2017,32,ZACATECAS,Homicidio,Homicidio doloso,Con arma blanca,1.0,1.0,2.0,5.0,6.0,4.0,6.0,6.0,4.0,0.0,1.0,3.0
2017,32,ZACATECAS,Homicidio,Homicidio doloso,Con otro elemento,4.0,5.0,5.0,7.0,2.0,7.0,5.0,12.0,7.0,2.0,10.0,3.0
2017,32,ZACATECAS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con arma de fuego,5.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0
2018,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con arma blanca,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2018,1,AGUASCALIENTES,Homicidio,Homicidio doloso,Con otro elemento,3.0,4.0,0.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0
2018,1,AGUASCALIENTES,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con arma de fuego,151.0,138.0,144.0,173.0,170.0,161.0,195.0,173.0,165.0,186.0,209.0,182.0
2018,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con arma blanca,16.0,11.0,16.0,11.0,20.0,8.0,16.0,11.0,13.0,21.0,15.0,9.0
2018,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,Con otro elemento,36.0,23.0,43.0,43.0,40.0,46.0,53.0,45.0,50.0,40.0,26.0,43.0
2018,2,BAJA CALIFORNIA,Homicidio,Homicidio doloso,No especificado,9.0,11.0,5.0,13.0,9.0,5.0,8.0,13.0,11.0,8.0,3.0,1.0
2018,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con arma de fuego,35.0,17.0,17.0,10.0,4.0,1.0,3.0,7.0,14.0,2.0,2.0,3.0
2018,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con arma blanca,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
2018,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,Con otro elemento,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
2018,3,BAJA CALIFORNIA SUR,Homicidio,Homicidio doloso,No especificado,0.0,0.0,2.0,1.0,8.0,2.0,0.0,6.0,2.0,3.0,1.0,0.0
2018,4,CAMPECHE,Homicidio,Homicidio doloso,Con arma de fuego,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,3.0,4.0,1.0
2018,4,CAMPECHE,Homicidio,Homicidio doloso,Con arma blanca,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0
2018,4,CAMPECHE,Homicidio,Homicidio doloso,Con otro elemento,1.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0
2018,4,CAMPECHE,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con arma de fuego,14.0,8.0,9.0,11.0,10.0,8.0,6.0,10.0,8.0,2.0,10.0,15.0
2018,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con arma blanca,3.0,2.0,2.0,4.0,8.0,8.0,9.0,3.0,10.0,3.0,6.0,3.0
2018,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,Con otro elemento,6.0,4.0,3.0,4.0,4.0,7.0,2.0,5.0,4.0,9.0,3.0,3.0
2018,5,COAHUILA DE ZARAGOZA,Homicidio,Homicidio doloso,No especificado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018,6,COLIMA,Homicidio,Homicidio doloso,Con arma de fuego,43.0,41.0,45.0,35.0,28.0,42.0,32.0,37.0,40.0,56.0,41.0,37.0
2018,6,COLIMA,Homicidio,Homicidio doloso,Con arma blanca,10.0,4.0,4.0,7.0,12.0,0.0,2.0,7.0,3.0,3.0,6.0,7.0
2018,6,COLIMA,Homicidio,Homicidio doloso,Con otro elemento,1.0,4.0,3.0,4.0,6.0,10.0,6.0,3.0,8.0,10.0,6.0,4.0
2018,6,COLIMA,Homicidio,Homicidio doloso,No especificado,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2018,7,CHIAPAS,Homicidio,Homicidio doloso,Con arma de fuego,18.0,20.0,20.0,23.0,22.0,24.0,27.0,23.0,23.0,20.0,21.0,22.0
2018,7,CHIAPAS,Homicidio,Homicidio doloso,Con arma blanca,7.0,5.0,12.0,11.0,13.0,8.0,12.0,12.0,14.0,10.0,13.0,7.0
2018,7,CHIAPAS,Homicidio,Homicidio doloso,Con otro elemento,16.0,21.0,19.0,16.0,17.0,11.0,18.0,10.0,16.0,14.0,7.0,10.0
2018,7,CHIAPAS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con arma de fuego,88.0,67.0,68.0,80.0,135.0,146.0,149.0,157.0,81.0,66.0,100.0,95.0
2018,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con arma blanca,14.0,11.0,13.0,17.0,14.0,19.0,17.0,19.0,12.0,9.0,16.0,12.0
2018,8,CHIHUAHUA,Homicidio,Homicidio doloso,Con otro elemento,22.0,32.0,31.0,19.0,45.0,43.0,47.0,44.0,42.0,29.0,23.0,25.0
2018,8,CHIHUAHUA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con arma de fuego,62.0,83.0,82.0,88.0,78.0,85.0,86.0,70.0,67.0,77.0,70.0,106.0
2018,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con arma blanca,4.0,16.0,14.0,22.0,17.0,16.0,22.0,10.0,19.0,16.0,15.0,26.0
2018,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,Con otro elemento,8.0,16.0,22.0,21.0,20.0,22.0,12.0,29.0,14.0,17.0,17.0,15.0
2018,9,CIUDAD DE MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,DURANGO,Homicidio,Homicidio doloso,Con arma de fuego,9.0,13.0,10.0,3.0,11.0,13.0,10.0,9.0,5.0,8.0,7.0,16.0
2018,10,DURANGO,Homicidio,Homicidio doloso,Con arma blanca,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
2018,10,DURANGO,Homicidio,Homicidio doloso,Con otro elemento,0.0,4.0,3.0,1.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,1.0
2018,10,DURANGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma de fuego,148.0,134.0,178.0,182.0,197.0,165.0,167.0,194.0,221.0,185.0,168.0,196.0
2018,11,GUANAJUATO,Homicidio,Homicidio doloso,Con arma blanca,7.0,9.0,20.0,9.0,17.0,15.0,30.0,30.0,11.0,19.0,10.0,18.0
2018,11,GUANAJUATO,Homicidio,Homicidio doloso,Con otro elemento,17.0,13.0,26.0,25.0,23.0,18.0,27.0,20.0,31.0,24.0,27.0,28.0
2018,11,GUANAJUATO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,12,GUERRERO,Homicidio,Homicidio doloso,Con arma de fuego,135.0,107.0,142.0,133.0,124.0,121.0,113.0,104.0,130.0,142.0,120.0,114.0
2018,12,GUERRERO,Homicidio,Homicidio doloso,Con arma blanca,15.0,12.0,12.0,10.0,12.0,5.0,8.0,8.0,9.0,5.0,13.0,10.0
2018,12,GUERRERO,Homicidio,Homicidio doloso,Con otro elemento,54.0,45.0,51.0,58.0,62.0,56.0,68.0,64.0,49.0,24.0,41.0,46.0
2018,12,GUERRERO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,13,HIDALGO,Homicidio,Homicidio doloso,Con arma de fuego,15.0,5.0,9.0,10.0,15.0,3.0,14.0,8.0,8.0,7.0,18.0,10.0
2018,13,HIDALGO,Homicidio,Homicidio doloso,Con arma blanca,2.0,5.0,2.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,0.0,2.0
2018,13,HIDALGO,Homicidio,Homicidio doloso,Con otro elemento,3.0,4.0,8.0,2.0,2.0,1.0,5.0,9.0,5.0,5.0,3.0,5.0
2018,13,HIDALGO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,14,JALISCO,Homicidio,Homicidio doloso,Con arma de fuego,75.0,88.0,101.0,89.0,98.0,96.0,97.0,121.0,125.0,119.0,134.0,129.0
2018,14,JALISCO,Homicidio,Homicidio doloso,Con arma blanca,7.0,12.0,15.0,17.0,17.0,13.0,15.0,17.0,16.0,20.0,11.0,10.0
2018,14,JALISCO,Homicidio,Homicidio doloso,Con otro elemento,33.0,30.0,45.0,43.0,44.0,35.0,40.0,34.0,37.0,46.0,41.0,31.0
2018,14,JALISCO,Homicidio,Homicidio doloso,No especificado,0.0,4.0,6.0,4.0,7.0,2.0,4.0,7.0,6.0,7.0,3.0,9.0
2018,15,MEXICO,Homicidio,Homicidio doloso,Con arma de fuego,124.0,107.0,120.0,124.0,114.0,128.0,150.0,129.0,135.0,142.0,134.0,157.0
2018,15,MEXICO,Homicidio,Homicidio doloso,Con arma blanca,17.0,19.0,22.0,23.0,23.0,23.0,19.0,24.0,32.0,25.0,26.0,27.0
2018,15,MEXICO,Homicidio,Homicidio doloso,Con otro elemento,51.0,35.0,32.0,28.0,47.0,33.0,44.0,35.0,42.0,58.0,53.0,47.0
2018,15,MEXICO,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma de fuego,83.0,83.0,80.0,78.0,75.0,66.0,90.0,102.0,118.0,118.0,82.0,85.0
2018,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con arma blanca,15.0,16.0,10.0,12.0,16.0,7.0,17.0,11.0,4.0,12.0,10.0,9.0
2018,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,Con otro elemento,4.0,9.0,5.0,8.0,11.0,11.0,12.0,7.0,8.0,10.0,5.0,9.0
2018,16,MICHOACAN DE OCAMPO,Homicidio,Homicidio doloso,No especificado,1.0,1.0,0.0,1.0,3.0,2.0,2.0,7.0,5.0,5.0,6.0,7.0
2018,17,MORELOS,Homicidio,Homicidio doloso,Con arma de fuego,40.0,46.0,37.0,33.0,31.0,36.0,60.0,36.0,48.0,40.0,40.0,48.0
2018,17,MORELOS,Homicidio,Homicidio doloso,Con arma blanca,9.0,6.0,6.0,3.0,9.0,3.0,9.0,3.0,9.0,10.0,7.0,7.0
2018,17,MORELOS,Homicidio,Homicidio doloso,Con otro elemento,10.0,11.0,12.0,10.0,13.0,2.0,7.0,4.0,13.0,15.0,8.0,12.0
2018,17,MORELOS,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,18,NAYARIT,Homicidio,Homicidio doloso,Con arma de fuego,24.0,18.0,30.0,20.0,23.0,24.0,20.0,11.0,20.0,17.0,8.0,9.0
2018,18,NAYARIT,Homicidio,Homicidio doloso,Con arma blanca,0.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,2.0
2018,18,NAYARIT,Homicidio,Homicidio doloso,Con otro elemento,4.0,5.0,8.0,9.0,7.0,3.0,3.0,7.0,3.0,5.0,6.0,1.0
2018,18,NAYARIT,Homicidio,Homicidio doloso,No especificado,13.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
2018,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma de fuego,34.0,27.0,25.0,37.0,41.0,21.0,50.0,47.0,55.0,64.0,68.0,79.0
2018,19,NUEVO LEON,Homicidio,Homicidio doloso,Con arma blanca,4.0,4.0,9.0,9.0,10.0,7.0,14.0,4.0,11.0,8.0,3.0,10.0
2018,19,NUEVO LEON,Homicidio,Homicidio doloso,Con otro elemento,7.0,13.0,6.0,15.0,7.0,6.0,6.0,9.0,8.0,11.0,12.0,5.0
2018,19,NUEVO LEON,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,20,OAXACA,Homicidio,Homicidio doloso,Con arma de fuego,47.0,68.0,69.0,78.0,66.0,66.0,55.0,58.0,66.0,58.0,65.0,59.0
2018,20,OAXACA,Homicidio,Homicidio doloso,Con arma blanca,8.0,6.0,9.0,9.0,11.0,9.0,7.0,12.0,3.0,9.0,5.0,6.0
2018,20,OAXACA,Homicidio,Homicidio doloso,Con otro elemento,9.0,6.0,10.0,9.0,7.0,4.0,4.0,6.0,10.0,6.0,8.0,2.0
2018,20,OAXACA,Homicidio,Homicidio doloso,No especificado,1.0,3.0,4.0,7.0,7.0,1.0,2.0,6.0,1.0,5.0,9.0,7.0
2018,21,PUEBLA,Homicidio,Homicidio doloso,Con arma de fuego,50.0,52.0,65.0,64.0,60.0,62.0,59.0,69.0,65.0,58.0,71.0,64.0
2018,21,PUEBLA,Homicidio,Homicidio doloso,Con arma blanca,13.0,16.0,17.0,20.0,15.0,12.0,14.0,8.0,15.0,17.0,12.0,9.0
2018,21,PUEBLA,Homicidio,Homicidio doloso,Con otro elemento,19.0,18.0,12.0,20.0,23.0,12.0,22.0,21.0,13.0,13.0,12.0,13.0
2018,21,PUEBLA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,22,QUERETARO,Homicidio,Homicidio doloso,Con arma de fuego,8.0,5.0,6.0,3.0,10.0,9.0,6.0,8.0,11.0,3.0,7.0,15.0
2018,22,QUERETARO,Homicidio,Homicidio doloso,Con arma blanca,4.0,4.0,6.0,5.0,2.0,4.0,3.0,5.0,4.0,1.0,4.0,1.0
2018,22,QUERETARO,Homicidio,Homicidio doloso,Con otro elemento,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,7.0,3.0,5.0,6.0
2018,22,QUERETARO,Homicidio,Homicidio doloso,No especificado,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma de fuego,28.0,20.0,31.0,42.0,50.0,33.0,61.0,62.0,51.0,43.0,31.0,54.0
2018,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con arma blanca,3.0,4.0,3.0,5.0,6.0,6.0,11.0,3.0,14.0,4.0,10.0,3.0
2018,23,QUINTANA ROO,Homicidio,Homicidio doloso,Con otro elemento,2.0,6.0,6.0,10.0,9.0,16.0,20.0,22.0,17.0,12.0,20.0,17.0
2018,23,QUINTANA ROO,Homicidio,Homicidio doloso,No especificado,7.0,3.0,4.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0
2018,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma de fuego,23.0,24.0,32.0,30.0,37.0,27.0,32.0,35.0,19.0,19.0,25.0,20.0
2018,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con arma blanca,4.0,6.0,5.0,4.0,6.0,9.0,9.0,7.0,11.0,9.0,4.0,4.0
2018,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,Con otro elemento,3.0,7.0,6.0,6.0,7.0,7.0,0.0,2.0,2.0,7.0,2.0,6.0
2018,24,SAN LUIS POTOSI,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,25,SINALOA,Homicidio,Homicidio doloso,Con arma de fuego,60.0,47.0,62.0,71.0,60.0,75.0,52.0,64.0,56.0,80.0,47.0,51.0
2018,25,SINALOA,Homicidio,Homicidio doloso,Con arma blanca,9.0,7.0,7.0,3.0,6.0,11.0,12.0,2.0,4.0,2.0,1.0,3.0
2018,25,SINALOA,Homicidio,Homicidio doloso,Con otro elemento,6.0,9.0,16.0,16.0,16.0,17.0,11.0,13.0,11.0,12.0,12.0,13.0
2018,25,SINALOA,Homicidio,Homicidio doloso,No especificado,1.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2018,26,SONORA,Homicidio,Homicidio doloso,Con arma de fuego,26.0,24.0,34.0,37.0,35.0,28.0,49.0,50.0,61.0,43.0,39.0,48.0
2018,26,SONORA,Homicidio,Homicidio doloso,Con arma blanca,6.0,5.0,8.0,7.0,9.0,14.0,8.0,4.0,12.0,10.0,7.0,7.0
2018,26,SONORA,Homicidio,Homicidio doloso,Con otro elemento,12.0,7.0,15.0,14.0,11.0,12.0,21.0,20.0,18.0,15.0,14.0,15.0
2018,26,SONORA,Homicidio,Homicidio doloso,No especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,27,TABASCO,Homicidio,Homicidio doloso,Con arma de fuego,15.0,20.0,13.0,21.0,29.0,34.0,37.0,21.0,17.0,20.0,29.0,27.0
